id,logged_by,logged_on,to_address,category,subject,description,job_id,farm,status
251,PWARRIER,"2015-01-27 16:48:18",NULL,VM,"VIP host names not pinging","FR_1_RAC_NODE1_HOST=slc03eue.us.oracle.com 
FR_1_RAC_NODE2_HOST=slc03eui.us.oracle.com 
FR_1_RAC_NODE1_VIP_HOST=slc03eub.us.oracle.com 
FR_1_RAC_NODE2_VIP_HOST=slc03ebj.us.oracle.com 
FR_1_RAC_CLUSTER_VIP_HOST=slc03eua.us.oracle.com 

Was able to start actual host but not VIP and Cluster. SDI ovm-ha-deploy.properties refers to VIP.Can you help to being it up",,OPC_QA_SHARED,Closed
252,EKANTER,"2015-01-28 03:19:08",NULL,Hypervisor,"DEPLOY_TEMPLATE failed",/net/slc06yga.us.oracle.com/scratch/aime/PFA_REMOTE/job_23556237/work/oracle/work/DEPLOY_TEMPLATE/localTaskProcess.err,23556237,QAFARM,Closed
257,AMATHURA,"2015-02-05 06:49:46",NULL,null,"Job 23578619 is already cleaned. Pls change the status","Job 23578619 is already cleaned. Pls change the status",23578619,fastha,Closed
253,JKUTTAPP,"2015-02-02 06:44:07",NULL,NULL,"SDI FA deployments pick two RAC from factory","For the latest Rel9.2 ST13 FA deployment job triggered agains TAS based SDI base, it picks two RAC db from factory resource.
Looks like some farm or topo issue.",23611370,FASAASQA,Open
254,EKANTER,"2015-02-02 22:36:36",NULL,Others,"job consistently fails - out of virtual memory in a pool","Please see bug https://bug.oraclecorp.com/pls/bug/webbug_edit.edit_info_top?rptno=20458000",23662902,QAFARM,Closed
255,MLWU,"2015-02-03 11:36:20",NULL,Others,"Please create CDRM REF topo defs for HCM, CRM, FSCM","Please create CDRM REF topo defs for HCM, CRM, FSCM

Will send the defs in email as it won't fit in this.",,,Closed
256,AMALON,"2015-02-03 16:52:35",NULL,null,"Job Stuck At ""Cleanup Initiated"" Phase for 24hours","Hi,

Job 23665496 doesn't have any assigned h/w for it still stuck at ""cleanup initiated"" phase for the last 24hours. Can you please take a look?

Thank you,

Amit",23665496,ovm_preflight,Closed
258,AMATHURA,"2015-02-05 06:50:22",NULL,null,"Job 23677638 is already cleaned. Pls change the status","Job 23677638 is already cleaned. Pls change the status",23677638,fastha,Closed
259,SWSUDHAK,"2015-02-06 14:03:45",NULL,NFS,"Error during start of VM  'slc06xsg_us_oracle_com'","During Master rehydration startup of vm is erroring out.
2015-02-06T03:26:44.049-08:00] [apps] [ERROR] [] [oracle.apps.fnd.provisioning.ovm.deployfw.cli.DeployControl] [tid: 10] [ecid: 0000KhURtBZBT8Q5IbK6yf1Kp9Tl000000,0] An error occurred during command execution: Error during start of VM  'slc06xsg_us_oracle_com'[[
oracle.apps.fnd.provisioning.ovm.sdk.cli.FAOVMCLIException: An error occurred during command execution: Error during start of VM  'slc06xsg_us_oracle_com'",23473185,OPC_QA_SHARED,Closed
260,AMATHURA,"2015-02-10 07:05:28",NULL,null,"The jobs submitted to fastha pool are not getting allocated with resources","The jobs submitted to fastha pool are not getting allocated with resources eventhough resources are available. Pls help",,fastha,Closed
261,EKANTER,"2015-02-12 22:28:35",NULL,Hypervisor,"request rac failed","dbname: fusiondb service_name: fusiondb db_unique_name: fusiondb
running:  replace into racinfo (farm,dteid,node1,node2,node1vip,node2vip,racclustername,sid1,status) values ('ovm_general','23822542','slc06yek','slc06yel','slc06yem','slc06yen','slc06yeo','fusiondb:1616','REGISTERED');
Unable to determine the free disk space on server pool slcal073.
ERROR: Unable to initizialize shared disk in given time!",23822542,QAFARM,Closed
262,EKANTER,"2015-02-13 00:27:06",NULL,Cleanup,"job cleanup failed","first attempt failed, second attempt got stuck.

http://slc02kas.us.oracle.com:8080/QAFarmUI/jsp/CleanUpLogPopup.jsp?jobid=23822542&status=CLEANING",23822542,QAFARM,Closed
263,PWARRIER,"2015-02-16 06:54:42",NULL,Cleanup,"Cleanup of Job 23690255 failed. DB not released","23690255	FASAASQA	jkuttapp	CLEANUP_FAILED	SDI_FA_REL9.2_GSI_PFA_RAC_HA	N/A	

We need DB resource for GSI on OPC_QA_SHARED. Please help to cleanup this.","23690255 ",FASAASQA,Closed
264,PWARRIER,"2015-02-16 13:06:20",NULL,Cleanup,"Cleanup Key for Job 22481222 is invalid","22481222_fbamooh2uv05ibac2upe7gju9c is shown as invalid. Can you please provide the correct key?",22481222,OPC_QA_SHARED,Closed
265,AMATHURA,"2015-02-16 13:07:38",NULL,Others,"OSN HA logic should be implemented in QA Farm non SDI REL10 step","OSN is supporting HA from REL10 onwards. The same has to be supported by QA Farm non SDI steps. Currently logic is not in place. Pls help",,fastha,Closed
266,AMATHURA,"2015-02-16 13:09:36",NULL,Others,"QAFarm Non SDI Steps should use latest LBR urls","QAFarm Non SDI Steps should use latest LBR urls as the old urls are going to be decommissioned soon according to Sowmya",,fastha,Closed
267,AMATHURA,"2015-02-16 14:23:57",NULL,null,"Pls change the staus of job 23888650 as CLEANED","Pls change the staus of job 23888650 as CLEANED",23888650,fastha,Closed
268,AMATHURA,"2015-02-17 06:58:41",NULL,Others,"[urgent][23897571] CREATE_VM is failing","command ran:
/usr/bin/perl /ade_autofs/gd14_fmw/INTGQA_MAIN_GENERIC.rdd/LATEST/intgqa/ovm/private_farm_fwk/ovm_farm_manager_v7.pl -o create_vm -host_name slc05bqd >& /net/slc05bms.us.oracle.com/scratch/aime/PFA_REMOTE/job_23897571/work/oracle/work/CREATE_VM/logs/request_vm_create_16_02_2015_22_40_46_2.93810575708164.log

------------
Debug: create_vm slc05bqd,OVM_OL5U6_X86_64_11203RAC_PVM,slcaj497,slcaj497,admin,OVMadmin,welcome1,8,32000
Error: slc05bqd is alive.. please release it first",23897571,fastha,Closed
269,AMATHURA,"2015-02-17 07:38:42",NULL,Others,"Pls update the status of VMs belonging to gateway ""10.241.112.1"" to AVAILABLE & dte_jobid to INVALID","Pls update the status of VMs belonging to gateway ""10.241.112.1"" to AVAILABLE & dte_jobid to INVALID.
Because we used some vms outside qafarm without notifying qafarm and those are in running state.But actually got picked up for new jobs.Now if we run cleanup, it will delete the vms which is actually being used for other setups",,fastha,Closed
270,AMPANAMA,"2015-02-17 10:30:44",NULL,Others,"15.1.4: Unable to access LBR URLs in SDI environment","Hi, SD_BASE15.1.4: HCM ST7 Order: While testing taleo we found that none of the domain admin console are accessible using external ports. We could see there is some issue with LBR hosts. so, please take a look [Observations] - Unable to launch https://sdiqa23473020-v0046-v0046-hcm.us1.vfarm.oraclecorp.com/hcmCore/faces/HcmFusionHome shown as part of ""./sdictl.sh listsv | grep 23473020""",23473020,OPC_QA_FARM,Closed
271,KRAMANJA,"2015-02-23 06:59:00",NULL,NULL,"P4FA oneoffs block is failing in  GSI env setup","As part of a Rel8 env setup and applying P4FA one-offs label we  triggered job:23934711.   Env setup is completed but P4FAOneOffsPatching1  block got failed. 

BUILD FAILED
 Failed to copy /clonepod/clonelite/output/patching/work/arupatches/opatch/linux64/11.1.0.10.3/OPatch to /clonepod/clonelite/faspot/FASPOT/patch_log_dir/arupatches/opatch/linux64/11.1.0.10.3/OPatch due to java.io.FileNotFoundException /clonepod/clonelite/output/patching/work/arupatches/opatch/linux64/11.1.0.10.3/OPatch",23934711,warroom,Open
272,JKUTTAPP,"2015-02-23 09:14:37",NULL,Hypervisor,"Vm created with wrong /etc/resolv.conf in slcai058","Vms created in the hypervisor slcai058 are not having correct /etc/resolv.conf value",,ovm_preflight,Closed
273,PRTUMMAL,"2015-02-23 10:50:31",NULL,Others,"Need SDI DR in QA Farm","We need SDI infrastructure with DR support (End - To - End)",,,Closed
274,AMATHURA,"2015-02-24 11:55:07",NULL,Others,"request to add new bigip to FADRDev pool","Requesting new big-ip is is failing ERROR: No free bigips available!, due to this all our new env setups are failing 

can you please add 2 more bigips to this pool",,FADRDev,Closed
275,AMATHURA,"2015-02-24 11:57:07",NULL,Cleanup,"cleanup the entries for jobs: 24001811 , 24003145 ,24003146 ,24015870","cleanup for following jobs failed please perform the cleanup in backed. and mark them ask cleaned

 24001811 , 24003145 ,24003146 ,24015870",,FADRDev,Closed
276,AMATHURA,"2015-02-24 12:35:41",NULL,null,"Request to add new pool: fadrem to qa-farm database","we have created new pool : fadrem   and created worker host slc03ouv  (aime/2cool)

can you please add this this to qa-farm database so that it can be list in qa-farm ui.",,,Closed
277,SWSUDHAK,"2015-02-25 15:48:34",NULL,VM,"'Create VM - slc04sxw_us_oracle_com': Execution Failed","2015-02-25T04:12:40.074-08:00] [apps] [ERROR] [] [oracle.apps.fnd.provisioning.ovm.deployfw.cli.DeployControl] [tid: 10] [ecid: 0000Kj0JM0UBT8Q5IbK6yf1KvQKr000000,0] An error occurred during an earlier execution of command 'Create VM - slc04sxw_us_oracle_com': Execution Failed[[",23896013,OPC_QA_SHARED,Closed
278,SRMEKA,"2015-02-26 09:39:07",NULL,null,"Please update DB vm specs in the CDRM topo defs","CRMLARGE_CDRM_REF_REL10 :
6:16:36864:FUSION_DB_HOST:stit_oel5u6:false

GSILARGE_CDRM_REF_REL10 :
6:16:36864:FUSION_DB_HOST:stit_oel5u6:false

HCMLARGE_CDRM_REF_REL10 :
6:16:36864:FUSION_DB_HOST:stit_oel5u6:false",,,Closed
279,MULIEGAD,"2015-02-27 07:31:12",NULL,Others,"Below VM needs to be released","slc06xxi.us.oracle.com
slc06xxh.us.oracle.com
slc06xxa.us.oracle.com
slc06xxb.us.oracle.com

We tried releasing these VMs but getting below error

[aime@adc1140368 13.0]$ /usr/bin/perl /ade_autofs/gd14_fmw/INTGQA_MAIN_GENERIC.rdd/LATEST/intgqa/ovm/private_farm_fwk/ovm_farm_manager_v7.pl -o release -host_name slc06xxi -force
Debug: need to stop and deregister from OVS 
ERROR: unknown VM status: (111, 'Connection refused')
Please help us to release these VM's back to pool",23900801,OPC_QA_SHARED,Closed
280,AMATHURA,"2015-02-27 08:51:41",NULL,Others,"Job 24075474  went to failed state","All recently started jobs in fastha pool is going to FAILED state during deployer host creation. When creating deployer host, its creating two vms with same name in hyp slcah815. I rebooted slcah815 , still same issue. Pls help.
Select	
Select to show informationShow
	slc03wrz	1,024	
	Powered Off
	admin	My Workspace	N/A	slcah815
Select	
Select to show informationShow
	slc03wrz	4,000	
	Powered Off
	admin	My Workspace	N/A	slcah815",24075474,fastha,Closed
281,AMATHURA,"2015-03-02 06:08:27",NULL,Others,"Server Pool slcaj497 is in ERROR state","Hi Sowmya,

One of the server pool (slcaj497) in QA Farm OVMM is showing the status as ERROR. But if check the status of Server (slcaj497), OVMM is showing as ACTIVE. Have you ever faced this issue before?

Could you pls help? It has made the above hypervisor to be unusable in QA Farm.

Thanks,
Arul",,fastha,Closed
282,KRAMANJA,"2015-03-03 06:51:58",NULL,Hypervisor,"Please fix memory issues on hypervisor - slcak524","We had seen memory issues with slcak524 hypervisor.

As per the mail chain discussions with Sowmya. after freeing the hypervisor,  raising the ticket to fix memroy issues",NA,warroom,Closed
283,SRMEKA,"2015-03-03 07:55:32",NULL,Hypervisor,"Cleanup has failed for this DTE job : 24013218","Cleanup has failed for this DTE job : 24013218",24013218,QAFARM,Closed
284,AMATHURA,"2015-03-03 08:18:14",NULL,null,"Pls update below jobs status as cleaned","24057190
24074615
24056526
23857931				
24075474",,fastha,Closed
285,AMALON,"2015-03-04 19:32:39",NULL,Others,"Transfer Job Breaks Farm UI Script","When clicking on the transfer job button breaks Farm UI script.

After which the UI script needs to be restarted.",,,Closed
286,YOSAINI,"2015-03-06 05:55:05",NULL,null,"Hypervisor slcal068 Locked","Please unlock slcal068 after fixing the issue(s): OVS Space Low Create VM Failed<br />.",HealthCheck,prov_qa_automation,Closed
287,AMATHURA,"2015-03-06 08:08:01",NULL,null,"Add Worker Host to DB","Pool : P2TDEV
Worker Host : slc07bfu
Hypervisor : slcam181",,,Closed
288,AMATHURA,"2015-03-06 08:14:11",NULL,Others,"BIGIPs needed for this Pool P2TDEV","Need atleast 6 BIGIPS for this New pool.
Please allocate BIGIPS for this Pool",,,Closed
289,YOSAINI,"2015-03-06 09:00:31",NULL,Hypervisor,"Hypervisor slcal068 Locked","Please unlock slcal068 after fixing the issue(s): OVS Space Low, Create VM Failed<br />",HealthCheck,prov_qa_automation,Closed
290,AMPANAMA,"2015-03-10 05:04:41",NULL,Hypervisor,"Unable to fetch server pool [slcan526] data from OVMM","We are in the process of seeding REL10 ST10 GSI master and SDI task ""AllocateResourcesForFaAndOsnTask"" failed with below error message.

[DEBUG] [REQ CREATE_MASTER_1425908349291] [Not able to fetch server pool [slcan526] data from OVMM.]
[2015-03-10 00:00:25,116] [DEBUG] [REQ CREATE_MASTER_1425908349291] [No server pool metrics data for pool [slcan526].] 

Please take a look and help us resolve this as we are blocked with this order seeding.",24166332,OPC_QA_SHARED,Closed
291,AMATHURA,"2015-03-10 09:07:26",NULL,Others,"request to add 2 new bigip to fadrem pool","we have recently create new pool fadrem, can you please add 2 big-ips to this pool, so that we can create env in this pool",,fadrem,Closed
292,AMPANAMA,"2015-03-10 14:50:38",NULL,VM,"Failed to shutdown VM 'slc05jmd_us_oracle_com' in OVMM pool 'slcak528'","We had submitted delete_master request for job 22271888 and cleanupfaservicetask has failed with below error ""Failed to shutdown VM 'slc05jmd_us_oracle_com' in OVMM pool 'slcak528'"". Also, ""poweroff"" & ""poweron"" buttons for this vm are disabled in OVMM. Please take a look",22271888,OPC_QA_SHARED,Closed
293,SAMETHUK,"2015-03-11 06:22:26",NULL,null,"please cleanup jobs :24167457 , 24167458","we have issued cleanup for jobs: 24167457 ,24167458  but even after 12 hours also status is still showing as CLEANING ,

please perform cleanup these jobs.",24167457,fadrem,Closed
294,NJAYARAM,"2015-03-12 02:58:36",NULL,Hypervisor,"JOBS ARE failing at CREATE_DEPLOYER HOST","New Pool P2TDEV Has been setup,
All the Jobs are failing at CREATE_DEPLOYER HOST

Please note that your job 24287286 has Failed while Creating DEPLOYER_HOST",24287286,P2TDEV,Closed
295,NJAYARAM,"2015-03-12 03:02:22",NULL,Hypervisor,"CLEANUP IS FAILING on the JOBS","24278122, 24280876, - RAN CLEANUP, Not Getting Cleaned
24285238, 24287286 - FAILED, 

Please clean-up all of these, as CREATE_DEPLOYER HOST HAs failed on all of the above",24278122,P2TDEV,Closed
296,YOSAINI,"2015-03-13 09:47:37",NULL,Hypervisor,"Hypervisor slcai659 Locked","Please unlock slcai659 after fixing the issue(s): Create VM Failed, ",HealthCheck,OPC_QA_SHARED,Closed
297,YOSAINI,"2015-03-13 06:04:28",NULL,null,"Hypervisor slcai659 Locked","Please unlock slcai659 after fixing the issue(s): Create VM Failed, ",HealthCheck,OPC_QA_SHARED,Closed
298,YOSAINI,"2015-03-13 07:07:49",NULL,null,"Hypervisor slcai659 Locked","Please unlock slcai659 after fixing the issue(s): Create VM Failed, ",HealthCheck,OPC_QA_SHARED,Closed
299,MULIEGAD,"2015-03-13 10:41:10",NULL,Cleanup,"24313991 is in WAITING_FOR_INTERNAL_FIX","We had triggered one GSI job which used a hypervisor which had issues and later the job chnaged to WAITING_FOR_INTERNAL_FIX status. We are unable to clean this.It errors out as below:
 Cleanup for Jobs in this status --> WAITING_FOR_INTERNAL_FIX is not handled. Please analyze and include handler...",24313991,OPC_QA_SHARED,Closed
300,MULIEGAD,"2015-03-13 10:45:36",NULL,Others,"24314500 Waiting","We triggered GSI and as there was no enough resource , it went into waiting state. But now that we have cleaned one GSI job it shoudl have enough resources to proceed. But th job has not started still.
Hence raising ticket for this issue","24314500 ",OPC_QA_SHARED,Closed
301,SAMETHUK,"2015-03-13 11:25:53",NULL,Hypervisor,"preparehyp.sh  script for slcag789 failing with ERROR  OVS/seed_pool does not exist","vnc:  slc02idh:36 (welcome)
while preparing hyper-visor for slcag788,slcag789,slcag790,slcag791  

prepare hyper visor script is failing with following error

 Server pool ""slcag788"" already exists.
/bin/chmod: cannot access `/OVS/seed_pool': No such file or directory
ERROR: unable to chmod /OVS/seed_pool

steps followed in wiki:
http://aseng-wiki.us.oracle.com/asengwiki/display/ASQA/Move+hypervisor+to+QAFarm+OVM+from+local+OVM",,,Closed
302,YOSAINI,"2015-03-16 06:35:55",NULL,NULL,"Hypervisor Memory Issue","Hypervisor slcag051 needs memory updation (Rebooted)",,prov_qa_automation,Open
303,SWSUDHAK,"2015-03-16 07:04:25",NULL,null,"Could not restart slc03peo","As we had issues with slc03peo.us.oracle.com connectivity 
/bin/tcsh: Too many open files in system
Connection to slc03peo.us.oracle.com closed.
We want to restart this vm. Tried poweroff from OVMM, its still in shutting down state. Pl help. This needs to be up for triaging p1 bug",,OPC_QA_FARM,Closed
304,MULIEGAD,"2015-03-16 10:38:55",NULL,null,"24314500 cleanup failed","The Cleanup request has failed for job 24314500.",24314500,OPC_QA_SHARED,Closed
305,MULIEGAD,"2015-03-16 11:03:05",NULL,null,"24318064 failed to clean","job 24318064 in OPC_QA_FARM is failed.Please help us to clean this job","24318064 ",OPC_QA_FARM,Closed
306,EKANTER,"2015-03-17 01:50:03",NULL,null,"run 24363826 failed","<ERROR> Either WORKDIR is not passed or it is not writable. Setting WORKDIR to . 
send: spawn id exp5 not open
    while executing
""send ""Welcome1\r""""
<ERROR> SCP failed with slc06xpb.us.oracle.com, aime, Welcome1, /u01/ldap_automation_info.txt
send: spawn id exp5 not open
    while executing
""send ""Welcome1\r""""
send: spawn id exp5 not open
    while executing
""send ""Welcome1\r""""
<ERROR> /etc/hosts of FA node not accessable
DEPLOY_TEMPLATE/localTaskProcess.err",24363826,QAFARM,Closed
